Age,Annual_Income,Spending_Score,Savings,Loan_Amount,Gender,City,Education,Marital_Status,Profession
37,43524,23,176205,296788,Female,Delhi,PhD,Married,Engineer
45,27065,97,45867,41122,Female,Bangalore,Bachelor,Single,Teacher
25,57684,98,2316,190641,Male,Ahmedabad,High School,Single,Doctor
58,108720,34,38972,240657,Female,Bangalore,Bachelor,Married,Doctor
56,53365,99,87924,82948,Male,Delhi,Bachelor,Married,Teacher
18,78876,17,198292,57133,Female,Mumbai,High School,Married,Teacher
20,43704,28,93700,53519,Male,Chennai,PhD,Divorced,Business
30,77857,14,130079,76057,Male,Delhi,High School,Single,Teacher
45,25622,34,174707,34151,Male,Delhi,PhD,Divorced,Teacher
66,103797,75,183337,141553,Male,Delhi,PhD,Single,Other
42,130468,57,182181,224987,Male,Chennai,Master,Single,Engineer
50,113955,77,105082,29265,Male,Ahmedabad,Bachelor,Single,Teacher
55,120003,97,180869,290800,Female,Bangalore,PhD,Single,Other
23,111141,55,140151,14304,Female,Mumbai,PhD,Divorced,Teacher
61,114707,66,61887,50911,Male,Mumbai,High School,Single,Business
62,107700,98,154484,48013,Female,Chennai,PhD,Divorced,Teacher
49,135404,93,36862,82981,Male,Mumbai,PhD,Married,Teacher
62,131733,37,128677,45314,Female,Chennai,High School,Divorced,Other
64,99332,68,146893,290001,Female,Chennai,PhD,Single,Teacher
38,122390,76,74118,164966,Male,Bangalore,Bachelor,Divorced,Other
33,116856,26,75548,253209,Male,Bangalore,Bachelor,Divorced,Engineer
38,86201,61,165727,202152,Female,Chennai,High School,Married,Other
28,52694,92,176760,44420,Female,Bangalore,PhD,Married,Engineer
54,109766,67,105319,126015,Female,Ahmedabad,Bachelor,Married,Teacher
53,42995,84,186648,32734,Female,Delhi,Master,Single,Engineer
52,112320,74,81066,237004,Female,Mumbai,High School,Divorced,Doctor
36,100141,52,184308,41219,Female,Mumbai,High School,Divorced,Doctor
37,102999,18,46221,243105,Male,Mumbai,Bachelor,Married,Other
35,28419,53,88189,71972,Female,Mumbai,High School,Single,Business
64,67952,63,106812,127775,Male,Ahmedabad,PhD,Single,Teacher
58,143028,53,198164,164413,Female,Ahmedabad,Bachelor,Single,Doctor
66,53837,27,186517,232622,Male,Delhi,Master,Married,Business
31,90799,31,93326,209159,Male,Chennai,PhD,Single,Other
32,68877,91,140972,184503,Male,Bangalore,Master,Single,Engineer
48,126255,1,165557,107715,Male,Delhi,Master,Single,Teacher
18,65687,6,14891,271985,Female,Mumbai,High School,Married,Engineer
20,119667,11,109640,218710,Male,Bangalore,Master,Married,Teacher
33,57276,34,147086,62804,Male,Delhi,PhD,Divorced,Doctor
40,54523,84,73083,233407,Female,Mumbai,Bachelor,Divorced,Business
28,86055,63,38964,57006,Female,Delhi,Bachelor,Divorced,Other
29,74615,53,183243,265888,Female,Mumbai,Master,Married,Teacher
27,116642,85,45739,183943,Male,Mumbai,Master,Divorced,Doctor
49,130040,85,117871,135328,Female,Ahmedabad,Bachelor,Single,Other
33,30514,18,86799,249056,Male,Mumbai,Master,Married,Teacher
25,67456,21,175446,19101,Male,Delhi,PhD,Married,Doctor
55,27233,19,40459,237856,Male,Bangalore,Master,Divorced,Other
29,21102,4,8045,18261,Female,Ahmedabad,Master,Single,Engineer
41,86133,77,44255,149281,Male,Bangalore,PhD,Single,Business
45,66715,82,52965,33647,Male,Chennai,Bachelor,Married,Business
25,105193,29,2237,144293,Male,Bangalore,Bachelor,Married,Engineer
45,130545,25,131811,30557,Female,Chennai,Master,Divorced,Business
53,124085,56,53195,234606,Female,Chennai,Bachelor,Single,Business
43,129101,77,118775,108585,Male,Ahmedabad,PhD,Married,Teacher
25,26256,63,37326,137323,Male,Bangalore,Master,Single,Doctor
67,141946,27,137365,37588,Male,Mumbai,Master,Married,Engineer
45,128684,60,26274,190564,Male,Ahmedabad,Master,Divorced,Doctor
45,84800,83,151309,11889,Female,Ahmedabad,High School,Married,Business
54,148900,49,94920,252723,Male,Mumbai,High School,Married,Doctor
58,114937,65,97529,296290,Female,Bangalore,PhD,Married,Other
53,61548,38,150301,57318,Male,Ahmedabad,Master,Divorced,Engineer
44,92090,83,79847,42638,Male,Chennai,PhD,Divorced,Engineer
34,98200,52,57718,6147,Female,Mumbai,High School,Divorced,Engineer
26,62367,1,69718,90770,Male,Delhi,Master,Married,Teacher
50,148845,40,50615,69347,Male,Ahmedabad,High School,Married,Doctor
37,133815,81,119548,283147,Female,Chennai,Master,Single,Doctor
30,109922,21,72296,209026,Male,Bangalore,PhD,Divorced,Teacher
45,90382,86,73796,284854,Female,Bangalore,PhD,Divorced,Engineer
65,147602,15,133987,229381,Female,Mumbai,PhD,Married,Teacher
46,146270,50,75651,219174,Male,Chennai,High School,Divorced,Teacher
30,146320,48,184846,117286,Female,Mumbai,PhD,Single,Business
63,46205,32,8076,244192,Female,Ahmedabad,Bachelor,Divorced,Engineer
52,45570,49,81350,25655,Male,Mumbai,Bachelor,Divorced,Other
23,50255,68,165155,45094,Male,Delhi,PhD,Divorced,Business
35,41182,45,54918,177522,Male,Mumbai,PhD,Single,Engineer
68,59373,32,136865,253568,Female,Mumbai,High School,Single,Engineer
22,63019,4,51528,123116,Male,Ahmedabad,Master,Divorced,Engineer
64,82619,65,118503,161281,Female,Chennai,High School,Single,Doctor
42,36043,97,67798,51316,Male,Delhi,High School,Married,Engineer
19,65532,71,10319,254259,Male,Mumbai,PhD,Divorced,Engineer
27,121290,73,145266,23556,Male,Ahmedabad,Bachelor,Single,Other
47,85936,65,151381,164034,Female,Ahmedabad,Bachelor,Single,Engineer
67,39239,80,190468,107211,Female,Ahmedabad,Bachelor,Single,Teacher
62,30416,18,27998,222691,Female,Chennai,High School,Married,Engineer
22,23412,54,4468,59376,Male,Mumbai,Bachelor,Single,Engineer
50,101976,47,113178,280915,Male,Bangalore,Bachelor,Married,Engineer
18,44406,6,144723,161406,Male,Delhi,PhD,Married,Doctor
35,21875,66,152477,137976,Male,Bangalore,Bachelor,Single,Business
49,139231,9,146554,75805,Male,Chennai,Master,Married,Doctor
64,57066,68,5409,35968,Male,Mumbai,PhD,Single,Other
66,122072,23,67083,6650,Male,Bangalore,Master,Single,Other
28,25752,43,86443,279611,Female,Bangalore,High School,Single,Teacher
38,106753,51,24426,106495,Male,Bangalore,Bachelor,Divorced,Teacher
43,98025,72,109025,103331,Male,Delhi,High School,Married,Other
42,21353,25,55757,182972,Female,Mumbai,High School,Married,Business
39,46986,80,146508,224252,Male,Ahmedabad,Bachelor,Single,Business
44,106907,35,17490,271501,Male,Mumbai,PhD,Married,Other
66,124901,17,53136,278009,Female,Bangalore,High School,Single,Engineer
30,34691,18,161034,119559,Male,Mumbai,Bachelor,Married,Doctor
50,89847,27,161360,262548,Female,Ahmedabad,Bachelor,Married,Doctor
51,68075,15,23236,66039,Male,Delhi,Master,Single,Engineer
58,30794,81,146995,244028,Female,Mumbai,High School,Single,Business
52,88470,69,198858,9428,Male,Mumbai,High School,Single,Doctor
18,36406,80,187963,254296,Female,Delhi,Bachelor,Married,Doctor
38,95930,15,145336,93783,Male,Delhi,Master,Divorced,Teacher
65,135897,42,68147,251941,Female,Bangalore,PhD,Divorced,Business
23,46872,34,8928,118823,Male,Bangalore,Master,Married,Other
45,61708,48,166630,119039,Male,Delhi,High School,Married,Other
34,135492,83,57369,166636,Male,Ahmedabad,Master,Single,Engineer
22,126629,8,67403,246860,Female,Bangalore,High School,Single,Doctor
48,40800,10,98225,123410,Female,Ahmedabad,PhD,Single,Other
22,63397,5,46213,246889,Male,Delhi,High School,Married,Engineer
55,143313,48,99631,138714,Male,Mumbai,PhD,Single,Teacher
20,57909,26,4816,149921,Female,Delhi,PhD,Single,Business
40,41352,86,99162,288358,Female,Delhi,PhD,Married,Doctor
54,121975,23,167988,174298,Female,Chennai,Master,Divorced,Doctor
54,113848,62,48838,227763,Female,Delhi,PhD,Single,Engineer
27,125596,13,143645,158594,Female,Bangalore,Bachelor,Divorced,Doctor
27,35438,9,175406,261918,Female,Mumbai,High School,Single,Business
36,108921,20,66364,11680,Male,Ahmedabad,High School,Single,Other
34,64999,92,145229,122028,Male,Chennai,High School,Single,Engineer
38,38482,57,10322,79955,Male,Bangalore,High School,Married,Business
31,52471,24,120024,185079,Female,Mumbai,PhD,Married,Doctor
26,67279,33,3482,121416,Female,Ahmedabad,Master,Single,Other
63,129413,20,36867,54353,Male,Mumbai,Master,Single,Business
18,126748,60,80211,109289,Male,Bangalore,Master,Married,Other
68,74213,48,96956,224167,Female,Mumbai,Master,Married,Other
62,133909,64,109052,49233,Male,Delhi,High School,Divorced,Engineer
30,33026,30,80386,267070,Male,Mumbai,Bachelor,Married,Doctor
21,127625,73,7732,186937,Female,Delhi,Bachelor,Single,Teacher
18,105184,17,172825,143944,Male,Bangalore,Master,Married,Teacher
66,25435,14,35422,12839,Male,Chennai,High School,Divorced,Teacher
57,28493,19,77964,151724,Female,Delhi,PhD,Divorced,Business
49,92227,71,57284,169592,Female,Mumbai,Master,Single,Teacher
51,79321,59,129575,185338,Female,Mumbai,PhD,Married,Doctor
45,22763,67,12311,249433,Female,Mumbai,PhD,Divorced,Teacher
48,40389,97,130507,175165,Male,Bangalore,PhD,Divorced,Other
25,51498,44,171651,188042,Male,Ahmedabad,Bachelor,Divorced,Other
56,83755,32,77000,54620,Female,Mumbai,Master,Single,Other
43,121545,11,129259,267569,Female,Mumbai,High School,Divorced,Teacher
51,55825,2,180586,55727,Female,Delhi,High School,Married,Doctor
20,36934,90,46311,211665,Male,Chennai,High School,Single,Doctor
67,25574,68,11300,186057,Male,Mumbai,Master,Married,Teacher
29,58179,17,66375,233411,Male,Bangalore,Bachelor,Married,Doctor
18,21587,81,35563,183156,Female,Ahmedabad,PhD,Divorced,Teacher
61,62782,92,181032,90623,Female,Ahmedabad,High School,Single,Doctor
22,124224,94,122227,268552,Male,Ahmedabad,Bachelor,Single,Engineer
47,74412,40,80244,221473,Male,Bangalore,PhD,Married,Engineer
47,80561,87,129161,60337,Female,Ahmedabad,PhD,Single,Doctor
34,97224,46,126307,240197,Female,Ahmedabad,Bachelor,Single,Other
65,24409,88,160162,244738,Female,Delhi,Master,Single,Engineer
64,147159,93,115687,44612,Female,Ahmedabad,Master,Single,Business
40,91319,4,17328,175235,Female,Delhi,Bachelor,Divorced,Teacher
32,119016,38,158726,132948,Female,Delhi,PhD,Married,Business
54,46751,63,138286,282987,Female,Delhi,High School,Married,Doctor
38,58174,29,189812,185436,Female,Bangalore,High School,Single,Doctor
31,142678,19,197021,295621,Male,Mumbai,Master,Single,Other
19,76572,91,170985,234065,Male,Chennai,High School,Married,Engineer
28,81416,29,159624,197154,Male,Ahmedabad,PhD,Married,Engineer
68,32041,35,36377,163402,Female,Chennai,Bachelor,Divorced,Business
56,43227,70,157806,99747,Male,Mumbai,PhD,Single,Engineer
55,55201,23,91257,53114,Male,Delhi,High School,Married,Doctor
51,56069,46,19610,200178,Male,Delhi,PhD,Divorced,Other
55,102190,44,189679,147332,Female,Delhi,Master,Divorced,Teacher
67,46370,48,160947,299494,Female,Delhi,Bachelor,Single,Business
51,115018,52,56082,177813,Female,Ahmedabad,Bachelor,Divorced,Business
35,145342,8,24226,103214,Male,Mumbai,High School,Divorced,Teacher
47,147173,55,28677,133885,Male,Mumbai,High School,Divorced,Doctor
32,31586,66,142370,88446,Female,Mumbai,PhD,Divorced,Business
44,70231,77,36848,136912,Male,Chennai,PhD,Divorced,Engineer
68,145758,40,100291,279443,Male,Delhi,Bachelor,Single,Engineer
51,25322,85,125227,226113,Female,Bangalore,Master,Single,Engineer
69,85294,31,64654,240302,Female,Mumbai,Master,Single,Other
55,99468,48,18744,144779,Female,Chennai,High School,Single,Teacher
50,49299,61,155506,114958,Female,Ahmedabad,Master,Married,Doctor
41,110715,52,106850,242051,Female,Delhi,Bachelor,Single,Engineer
32,90793,38,49001,112643,Female,Chennai,Master,Single,Engineer
47,66501,91,199334,93377,Female,Bangalore,Bachelor,Single,Other
59,77134,36,60633,105898,Female,Bangalore,High School,Divorced,Engineer
68,131672,87,49917,238032,Female,Ahmedabad,PhD,Divorced,Other
34,29777,55,80804,234234,Female,Mumbai,Master,Divorced,Teacher
22,31249,85,178817,80276,Female,Mumbai,Bachelor,Single,Business
46,140902,13,1907,121774,Female,Chennai,High School,Married,Engineer
21,41390,37,92295,290716,Male,Chennai,Bachelor,Married,Engineer
27,40369,47,190674,212105,Female,Mumbai,Master,Single,Teacher
34,32881,90,145836,180915,Male,Mumbai,Bachelor,Married,Business
27,29587,71,156481,40357,Male,Chennai,High School,Married,Other
34,113800,22,140462,23983,Male,Delhi,High School,Single,Business
37,94327,39,31172,40276,Female,Bangalore,PhD,Divorced,Engineer
41,127009,87,124936,266728,Female,Bangalore,PhD,Married,Teacher
22,107911,58,104512,195555,Female,Ahmedabad,Master,Divorced,Doctor
51,108147,30,172614,219185,Female,Bangalore,High School,Single,Teacher
23,127562,18,179396,276708,Male,Chennai,Master,Divorced,Other
19,27833,18,49196,278249,Male,Delhi,High School,Married,Other
30,137574,74,69901,25056,Female,Chennai,Master,Divorced,Engineer
60,67013,39,157908,68565,Female,Mumbai,High School,Divorced,Teacher
60,137341,94,153735,118097,Female,Mumbai,Master,Divorced,Doctor
65,147785,26,138023,52689,Female,Bangalore,Bachelor,Single,Teacher
28,83620,71,16175,299279,Male,Delhi,PhD,Single,Other
68,35754,7,143099,241557,Female,Ahmedabad,Bachelor,Single,Teacher
64,127584,69,108809,299956,Male,Chennai,PhD,Single,Engineer
40,98113,65,76630,121773,Female,Ahmedabad,Master,Divorced,Other
33,116631,46,89617,274919,Female,Ahmedabad,High School,Married,Teacher
48,106784,18,144239,228554,Female,Ahmedabad,High School,Divorced,Teacher
28,55282,13,155132,146779,Female,Ahmedabad,Master,Divorced,Engineer
33,56737,25,128310,280516,Female,Chennai,High School,Divorced,Engineer
25,137972,8,67556,111252,Female,Mumbai,Master,Married,Teacher
21,117427,74,103148,197598,Male,Chennai,Bachelor,Married,Doctor
57,44124,32,11485,58475,Male,Mumbai,Master,Married,Other
21,90102,17,104746,126314,Female,Mumbai,High School,Divorced,Teacher
42,22196,79,107255,128502,Male,Chennai,High School,Single,Engineer
20,81527,79,9802,62201,Female,Chennai,Master,Single,Other
49,116651,48,34314,231886,Male,Chennai,Master,Divorced,Engineer
20,135477,63,180370,61243,Female,Mumbai,Master,Single,Other
44,105395,40,20565,209824,Male,Chennai,Master,Single,Teacher
46,31345,84,94153,170065,Female,Delhi,PhD,Divorced,Business
49,144544,15,92145,170088,Male,Bangalore,PhD,Divorced,Business
67,54077,99,45233,161426,Male,Bangalore,Bachelor,Single,Other
68,86400,6,49384,53637,Female,Delhi,PhD,Divorced,Engineer
36,32055,94,184557,124714,Female,Bangalore,High School,Single,Engineer
38,123693,63,79253,131580,Female,Mumbai,PhD,Married,Engineer
22,105283,8,195042,47673,Female,Chennai,PhD,Married,Teacher
35,64484,95,38669,147855,Female,Chennai,High School,Divorced,Other
45,97514,32,158344,69694,Male,Chennai,PhD,Single,Teacher
59,110135,45,143914,116692,Female,Delhi,Master,Married,Business
39,55771,52,65099,237514,Female,Delhi,PhD,Divorced,Business
38,132478,79,105012,58907,Male,Mumbai,PhD,Married,Engineer
23,77654,82,134154,75732,Male,Delhi,PhD,Married,Engineer
18,66540,13,125878,287296,Male,Chennai,Master,Divorced,Other
22,103151,24,185876,13072,Female,Mumbai,Master,Married,Business
58,126263,40,158333,86501,Female,Mumbai,Bachelor,Divorced,Other
29,130284,14,10795,180759,Male,Chennai,Bachelor,Divorced,Business
43,137399,92,46309,233598,Male,Ahmedabad,Master,Married,Doctor
63,124885,75,193528,26942,Female,Chennai,High School,Married,Other
51,142393,70,21180,97379,Male,Mumbai,Bachelor,Single,Doctor
66,49377,62,195360,272634,Female,Ahmedabad,PhD,Married,Teacher
31,115567,89,47335,157791,Male,Chennai,PhD,Single,Business
43,69573,61,93887,286038,Male,Chennai,PhD,Divorced,Doctor
62,62733,1,165340,256985,Female,Ahmedabad,High School,Married,Teacher
44,149344,89,198623,203354,Male,Ahmedabad,Bachelor,Married,Other
26,31760,66,156561,226679,Male,Bangalore,Master,Divorced,Doctor
43,133226,32,191470,235009,Female,Ahmedabad,Master,Married,Doctor
64,119250,13,123352,192204,Female,Delhi,High School,Single,Teacher
39,45762,33,103267,214497,Male,Ahmedabad,Master,Married,Doctor
64,70986,32,186542,286248,Female,Mumbai,High School,Single,Teacher
47,54332,56,78402,119863,Female,Ahmedabad,Master,Married,Business
60,60100,24,111551,13152,Female,Chennai,Master,Married,Business
65,24944,91,102010,53486,Male,Delhi,High School,Divorced,Business
34,68825,4,81808,221349,Male,Ahmedabad,Master,Single,Doctor
43,33877,88,121823,223962,Male,Delhi,Bachelor,Divorced,Doctor
53,49990,23,164233,230011,Male,Bangalore,Master,Divorced,Engineer
18,149065,29,121469,244214,Male,Delhi,PhD,Divorced,Engineer
25,128443,98,199707,109983,Male,Chennai,High School,Single,Teacher
66,119612,21,72922,110652,Male,Bangalore,Master,Divorced,Doctor
52,137674,30,71874,76420,Female,Ahmedabad,Bachelor,Single,Teacher
69,135074,90,118253,82848,Female,Delhi,Master,Single,Other
32,75283,20,61361,243204,Male,Bangalore,Master,Married,Doctor
64,144041,16,74836,221606,Male,Ahmedabad,PhD,Single,Other
39,23258,67,192838,43235,Female,Ahmedabad,Bachelor,Single,Doctor
31,140809,49,153472,115629,Male,Delhi,Master,Married,Business
43,51629,58,25641,64961,Male,Delhi,Master,Divorced,Teacher
45,57579,44,184305,257139,Male,Bangalore,PhD,Married,Engineer
40,42958,25,70833,55356,Female,Delhi,High School,Married,Business
31,59465,23,151404,109753,Female,Ahmedabad,High School,Married,Engineer
41,105853,59,121899,292067,Female,Chennai,High School,Single,Doctor
19,35775,1,114398,93478,Male,Bangalore,PhD,Married,Other
62,96575,97,147273,38750,Female,Chennai,High School,Single,Other
43,114633,15,177454,249365,Female,Chennai,Bachelor,Single,Business
31,54207,81,47129,257415,Male,Ahmedabad,High School,Single,Engineer
68,42553,98,34808,289127,Male,Chennai,High School,Single,Teacher
24,129938,81,79346,292172,Male,Mumbai,Master,Divorced,Teacher
20,73632,52,74524,188118,Male,Bangalore,Bachelor,Single,Teacher
64,20055,58,57625,269378,Female,Ahmedabad,PhD,Single,Engineer
40,138012,41,41327,216881,Female,Delhi,Bachelor,Married,Other
63,108697,44,151651,209239,Male,Ahmedabad,High School,Married,Other
60,52873,4,22483,259115,Male,Delhi,Master,Single,Business
64,121505,77,132575,121135,Male,Ahmedabad,PhD,Divorced,Engineer
62,100720,68,71880,148133,Male,Mumbai,Bachelor,Divorced,Doctor
35,86205,7,9947,54253,Male,Bangalore,Bachelor,Married,Doctor
55,98199,46,141605,131934,Female,Chennai,High School,Divorced,Teacher
52,45318,9,179648,94354,Male,Ahmedabad,High School,Married,Other
68,53734,87,41916,49667,Female,Bangalore,PhD,Divorced,Other
32,102227,33,178995,117042,Male,Bangalore,High School,Divorced,Engineer
42,38522,33,187234,69065,Female,Bangalore,Master,Divorced,Engineer
54,31656,84,126468,35638,Male,Bangalore,PhD,Married,Business
45,35893,4,198989,87455,Male,Bangalore,High School,Married,Engineer
27,131393,65,8012,233088,Female,Chennai,PhD,Single,Business
56,36493,34,16213,166769,Female,Chennai,Bachelor,Single,Teacher
34,23632,91,159635,88620,Female,Ahmedabad,PhD,Divorced,Teacher
56,115872,85,147284,129343,Female,Delhi,Bachelor,Divorced,Other
39,108648,88,96660,231909,Female,Ahmedabad,PhD,Divorced,Other
43,81779,79,61188,12114,Female,Bangalore,High School,Married,Other
61,58452,99,47576,35550,Female,Delhi,Bachelor,Divorced,Doctor
42,33266,64,11711,273636,Female,Ahmedabad,PhD,Single,Business
34,141187,25,10515,238720,Male,Delhi,Master,Divorced,Teacher
30,136603,55,152265,269115,Male,Chennai,High School,Single,Business
37,81607,9,199739,182422,Male,Bangalore,PhD,Divorced,Doctor
42,36940,17,134496,145716,Female,Delhi,PhD,Divorced,Doctor
21,44003,21,45344,227777,Female,Mumbai,Bachelor,Divorced,Teacher
27,147880,60,195164,148606,Male,Bangalore,Bachelor,Single,Teacher
20,118408,13,60595,148840,Female,Chennai,High School,Single,Other
58,54815,3,186698,289769,Male,Chennai,Bachelor,Married,Doctor
62,50869,68,10200,295804,Female,Ahmedabad,PhD,Single,Other
35,69297,4,182541,211248,Female,Mumbai,PhD,Divorced,Teacher
64,80107,92,155103,25032,Female,Delhi,Bachelor,Single,Doctor
53,102793,7,135288,204451,Female,Ahmedabad,High School,Divorced,Doctor
64,36682,26,177666,29357,Male,Chennai,Master,Divorced,Engineer
39,39622,75,1016,267641,Male,Delhi,PhD,Single,Doctor
51,50408,24,103974,154905,Male,Chennai,PhD,Married,Other
64,28837,10,158450,192672,Female,Chennai,Bachelor,Single,Engineer
25,84210,13,101927,136098,Male,Mumbai,Master,Single,Doctor
57,35407,44,163806,279252,Male,Bangalore,PhD,Divorced,Engineer
66,49309,39,79886,19470,Male,Delhi,Master,Single,Doctor
61,91918,19,115817,296929,Male,Mumbai,Master,Married,Business
36,113190,51,146522,287170,Male,Chennai,PhD,Divorced,Other
59,38895,19,133545,180330,Male,Chennai,Master,Single,Other
58,141284,76,26525,230882,Female,Mumbai,Master,Married,Engineer
54,119087,52,160644,105319,Female,Delhi,Bachelor,Divorced,Business
23,106912,86,43028,91987,Female,Chennai,Bachelor,Married,Engineer
69,20370,47,169151,80443,Female,Delhi,Master,Married,Engineer
43,134212,30,191039,117238,Male,Mumbai,High School,Divorced,Teacher
51,20486,46,53047,96838,Male,Chennai,Master,Single,Engineer
62,43762,76,31110,289949,Female,Ahmedabad,PhD,Married,Doctor
23,46613,93,102040,19248,Male,Ahmedabad,High School,Divorced,Teacher
54,132804,21,120786,206075,Male,Chennai,Bachelor,Single,Teacher
50,23196,75,93424,161456,Male,Bangalore,High School,Married,Engineer
39,127856,48,134018,138968,Female,Chennai,Bachelor,Divorced,Teacher
38,138975,62,154015,91175,Male,Chennai,High School,Married,Other
23,114937,58,16740,192104,Female,Chennai,Master,Single,Teacher
23,120565,18,115988,225070,Female,Mumbai,Bachelor,Single,Teacher
65,96349,59,75712,219280,Male,Chennai,PhD,Single,Doctor
21,84839,91,96402,52391,Female,Chennai,High School,Divorced,Other
47,61916,48,176723,116011,Female,Mumbai,Master,Single,Teacher
28,28572,63,38269,230151,Female,Chennai,High School,Single,Doctor
47,133312,12,39682,263187,Female,Ahmedabad,High School,Divorced,Other
48,48225,87,121359,278370,Female,Ahmedabad,PhD,Single,Teacher
41,65853,34,156673,21858,Male,Chennai,High School,Single,Engineer
26,69390,61,33850,246544,Male,Mumbai,PhD,Single,Teacher
20,52275,87,42132,192920,Female,Chennai,Bachelor,Divorced,Other
68,92379,53,182222,117493,Female,Chennai,PhD,Single,Teacher
48,21105,25,137876,175372,Female,Delhi,PhD,Married,Other
57,136074,62,86061,177542,Female,Bangalore,Bachelor,Divorced,Engineer
54,79896,4,53034,161185,Female,Mumbai,PhD,Married,Teacher
53,63209,94,46061,244828,Female,Bangalore,Master,Divorced,Other
41,117175,94,159491,188168,Female,Delhi,High School,Divorced,Doctor
48,62487,13,155818,27016,Male,Bangalore,PhD,Divorced,Teacher
23,38051,42,79348,262826,Female,Chennai,High School,Married,Engineer
19,114244,49,199653,22445,Male,Ahmedabad,PhD,Single,Doctor
37,120995,78,157408,283835,Male,Mumbai,Bachelor,Single,Teacher
45,142444,56,115892,210796,Female,Mumbai,Bachelor,Single,Other
28,97400,47,46952,161932,Male,Chennai,High School,Single,Business
21,120300,8,96996,165493,Female,Bangalore,High School,Divorced,Doctor
32,86961,55,179215,168062,Male,Mumbai,High School,Divorced,Other
23,80156,88,126982,11486,Male,Delhi,Bachelor,Married,Doctor
66,134682,18,60379,207174,Female,Delhi,High School,Single,Teacher
47,77175,35,166392,272868,Male,Bangalore,PhD,Divorced,Engineer
55,26849,89,107120,134279,Male,Delhi,PhD,Single,Engineer
68,121551,81,128852,75886,Male,Ahmedabad,High School,Single,Doctor
19,38976,32,99111,215633,Male,Chennai,Bachelor,Married,Business
32,119794,24,37516,98761,Female,Mumbai,PhD,Divorced,Teacher
28,135912,7,191861,145236,Male,Chennai,Bachelor,Single,Other
25,137275,13,72114,238509,Female,Bangalore,Bachelor,Married,Teacher
43,76866,91,123078,119166,Female,Chennai,Bachelor,Married,Business
68,137752,69,130657,37872,Female,Mumbai,High School,Single,Other
62,67078,90,62240,225563,Female,Mumbai,Bachelor,Single,Business
61,142492,42,42798,290129,Male,Bangalore,Bachelor,Married,Teacher
22,51113,31,187992,93591,Male,Mumbai,High School,Married,Teacher
23,135520,74,119371,213997,Male,Delhi,Master,Single,Doctor
43,35401,26,67473,24347,Male,Chennai,PhD,Single,Business
21,32884,86,197398,21360,Female,Ahmedabad,High School,Married,Engineer
36,104360,76,126811,281358,Female,Ahmedabad,PhD,Divorced,Business
37,57563,32,132496,236964,Male,Ahmedabad,High School,Married,Business
50,54414,91,195946,265484,Female,Bangalore,High School,Married,Other
37,36142,97,110806,19698,Female,Ahmedabad,High School,Divorced,Other
66,132610,52,135123,165674,Female,Chennai,PhD,Single,Doctor
29,135128,20,102209,121544,Female,Mumbai,High School,Married,Engineer
64,91492,40,97878,282091,Female,Delhi,High School,Single,Teacher
18,99464,59,191553,57338,Female,Ahmedabad,High School,Divorced,Engineer
43,95257,77,195944,27469,Female,Ahmedabad,PhD,Married,Engineer
31,96693,14,78774,142558,Female,Ahmedabad,Master,Single,Engineer
55,55135,44,28786,77777,Female,Delhi,High School,Single,Doctor
54,92232,86,96204,24371,Male,Chennai,High School,Single,Doctor
28,47862,82,133339,242511,Male,Ahmedabad,High School,Single,Engineer
53,25190,48,198029,168596,Female,Mumbai,High School,Single,Teacher
30,90199,93,194717,248549,Male,Bangalore,High School,Single,Teacher
60,125366,43,20650,132953,Female,Delhi,Master,Married,Teacher
20,24331,16,8017,289618,Female,Chennai,Bachelor,Married,Doctor
50,144184,35,141921,215409,Male,Mumbai,Bachelor,Divorced,Other
23,72186,53,63453,112644,Male,Delhi,High School,Single,Teacher
67,64648,34,181189,183213,Female,Delhi,PhD,Divorced,Other
27,48549,3,189319,120468,Female,Bangalore,Master,Married,Engineer
22,101782,68,176971,9405,Male,Bangalore,Master,Divorced,Teacher
40,45761,5,173716,269297,Female,Chennai,Master,Married,Engineer
27,23262,10,68762,292275,Male,Ahmedabad,Bachelor,Married,Engineer
61,131624,52,136460,286824,Female,Bangalore,PhD,Divorced,Business
19,71259,29,68958,221305,Female,Chennai,Bachelor,Married,Engineer
30,92572,96,172066,189716,Male,Delhi,Master,Married,Engineer
57,144720,31,78568,105887,Female,Ahmedabad,Bachelor,Divorced,Doctor
19,73472,66,73852,106347,Male,Mumbai,Bachelor,Divorced,Engineer
37,107858,76,134915,223971,Female,Delhi,High School,Single,Teacher
18,104667,91,29015,24646,Male,Chennai,High School,Divorced,Doctor
54,24677,69,177303,21036,Female,Mumbai,High School,Married,Business
26,93508,37,47546,11726,Male,Delhi,Master,Single,Business
34,100865,27,52055,107326,Male,Bangalore,High School,Married,Engineer
26,122568,87,103528,223163,Male,Chennai,Master,Divorced,Other
28,121437,33,104283,282247,Male,Mumbai,High School,Married,Business
32,129916,68,50577,166639,Male,Bangalore,Master,Divorced,Business
41,70617,59,167241,131251,Male,Mumbai,Bachelor,Divorced,Business
55,106029,64,173781,109968,Female,Ahmedabad,PhD,Divorced,Teacher
52,38595,85,30415,290835,Male,Ahmedabad,Master,Single,Other
47,107459,88,147757,125931,Female,Chennai,Bachelor,Divorced,Engineer
48,80148,44,16963,283037,Female,Mumbai,High School,Married,Engineer
66,66926,95,161770,86402,Male,Ahmedabad,Bachelor,Single,Doctor
